,Signal,Time,mse_X,mse_Y,rms_X,rms_Y,crest_factor_X,crest_factor_Y,max_abs_value_X,max_abs_value_Y,min_abs_value_X,min_abs_value_Y,mean_X,mean_Y,median_X,median_Y,mode_X,mode_Y,variance_X,variance_Y,standard_deviations_X,standard_deviations_Y,p2p_X,p2p_Y,Entropy_X,Entropy_Y,Skewness_X,Skewness_Y,kurtosis_X,kurtosis_Y,wave_factor_X,wave_factor_Y,peak_factor_X,peak_factor_Y,Change_coefficient_X,Change_coefficient_Y,skewness_coefficent_X,skewness_coefficent_Y,kurtosis_coefficent_X,kurtosis_coefficent_Y,Clearance_factor_X,Clearance_factor_Y,Impulse_factor_X,Impulse_factor_Y
10,signal11,100.0,0.2934546506447836,0.20816036576787766,0.541714547196938,0.456245948768729,4.692508283474002,4.317846559112337,2.542,1.548,-2.199,-1.97,0.0011516217272372056,0.0009957014458772872,-0.006,-0.001,-0.24,0.32299999999999995,0.2935680442418957,0.20824075017697993,0.541819198849483,0.45633403355106,4.741,3.518,10.269568947224819,10.185176108142336,0.028043177144038835,-0.05142220154717007,3.400006276316098,3.0711012639330053,0.688870160964081,0.5716604737415976,8.662326510807288,7.436574173424518,0.0021258877678515167,0.002182383908777178,0.03442085005532746,-0.044875039426581394,3.4002718593183916,3.070680948812017,8.662326510807288,7.436574173424518,5.967218257823242,4.251195514994389
11,signal12,110.0,0.27362984134427587,0.21651683470105534,0.5230963977550179,0.4653136949425144,3.662804806576629,4.11765228667234,1.916,1.703,-1.609,-1.916,0.002032825322391565,-0.012207112153184835,0.001,-0.012,0.046,0.034,0.27373267757727593,0.21645240587590206,0.5231946842020434,0.46524445818935023,3.525,3.6189999999999998,10.262043542574846,10.169945839803804,0.0856494111807903,0.002998790219362355,3.2027473621238074,3.0774274249467752,0.662080290921746,0.5840320989320048,7.002160256305251,7.86543920407543,0.0038861683644382896,-0.026243188437445268,0.09730797496420353,-0.07574884890647514,3.2041693683078853,3.08124533763021,7.002160256305251,7.86543920407543,4.6359922995752685,4.5936689673782505
12,signal13,120.0,0.29999580461117725,0.2129800449394292,0.5477187276432834,0.4614976109791135,3.7081076426562203,3.3369620196575567,1.7919999999999998,1.54,-2.031,-1.436,-0.0004673700664322057,0.009384525205158246,0.001,0.006999999999999999,-0.086,-0.21,0.30011286357521544,0.21297520157435462,0.5478255776934986,0.46149236350600065,3.823,2.976,10.3369077235666,10.17914465678964,-0.0457226549465524,0.014301452535365352,3.004319291402414,3.0181072869018233,0.6909222721823643,0.5815978587153341,5.973416869354557,7.230724364050025,-0.0008533033708660434,0.020339143431913464,-0.048282565680463116,0.07532729674332762,3.0044797213451577,3.021753059744454,5.973416869354557,7.230724364050025,4.127166756066916,4.205373807092291
13,signal14,130.0,0.30342407033997737,0.23128628096912857,0.5508394233712556,0.4809223232177194,3.6471608871138677,3.6513173026593684,2.009,1.756,-1.806,-1.561,0.0029456819069949083,0.002101211410707308,0.006999999999999999,0.01,-0.294,0.068,0.3035340076035128,0.2313722809954041,0.5509392049977136,0.4810117264635074,3.815,3.317,10.326344974635635,10.191266339059856,-0.038953352657283044,-0.050667652822938884,3.026209868136221,3.108071041176221,0.6924166616133702,0.6041641883677323,6.621096334740276,7.592322348917816,0.005347700077125738,0.004369170165040089,-0.022910099492934655,-0.037560058921898586,3.025548212942712,3.1073000770400485,6.621096334740276,7.592322348917816,4.584557420321383,4.587009269760127
14,signal15,140.0,0.2987278093005084,0.20838772215709261,0.5465599777705173,0.4564950406708627,3.512880704935452,3.2420943671699036,1.695,1.48,-1.92,-1.43,-0.0045994529112934664,-0.003707307542008603,-0.005,0.002,-0.38799999999999996,-0.14800000000000002,0.298823427849583,0.20845543775345918,0.5466474438333934,0.45656920368489506,3.615,2.91,10.311420930639796,10.17560197403026,-0.02385767971101574,-0.04765527387880321,2.9163949079615032,3.05099989577147,0.6797369986964482,0.574289715398955,5.674061628105393,7.1021458686721735,-0.008415573709083638,-0.008121511680837114,-0.049104996845025166,-0.07202034460771388,2.917622948510916,3.0529437852877885,5.674061628105393,7.1021458686721735,3.856869621507042,4.078689329641606
15,signal16,150.0,0.27794103946854287,0.2160404533020713,0.5272011375827473,0.46480152033106703,4.290582547623896,3.5240848584860305,2.0,1.604,-2.262,-1.6380000000000001,0.005513872606486908,0.0037694411879640455,0.006999999999999999,0.006,0.114,-0.132,0.2780192803977808,0.21611069584452786,0.5272753364209071,0.4648770760583144,4.2620000000000005,3.242,10.2788469469409,10.167346493814946,-0.05228791618353997,-0.0433916353676296,3.057649044754196,3.084886999414096,0.6594524490333313,0.585749043789666,7.195770742687887,7.4245354306735365,0.010459336688987958,0.008110053398501278,-0.020908761888948017,-0.019060941749858177,3.0561178553853794,3.083874007617411,7.195770742687887,7.4245354306735365,4.745268638947921,4.3489145290995195
16,signal17,160.0,0.2878233427119968,0.21947701875732678,0.5364916986422034,0.46848374438962853,3.664548780485722,3.3362950555229607,1.966,1.5630000000000002,-1.6,-1.436,0.0011871824931613858,0.003213364595545143,0.001,-0.003,-0.14400000000000002,-0.191,0.2879344516573828,0.2195524892505594,0.5365952400621746,0.4685642850778956,3.566,2.999,10.306758600698313,10.199938005204647,0.040855341403146526,-0.013776282724203752,2.917616410817745,2.9611292977947388,0.6692544319232957,0.5855979161518546,6.830578720528685,7.121474534553394,0.0022128681633871816,0.006859235194618699,0.047493956729248596,0.006801745580546137,2.918007421491952,2.9610336155998382,6.830578720528685,7.121474534553394,4.571395081314777,4.170320647362966
17,signal18,170.0,0.2695922993356783,0.22073644704962825,0.5192227839142638,0.4698259752819423,3.4763497595245147,3.3672042058778096,1.805,1.5390000000000001,-1.756,-1.5819999999999999,-0.00216178194607269,0.0023454474404064076,0.004,0.008,0.268,0.003,0.2696930160368547,0.22081723636609132,0.5193197628021243,0.46991194533241154,3.561,3.121,10.270116135773247,10.184717895767301,-0.013645337088229547,0.006646261197795665,3.0416232390493856,2.927924889448652,0.6498776277266383,0.5870845438142809,6.695295097255484,6.972115482378795,-0.004163532014019264,0.0049922243353906414,-0.026136005305109497,0.02162305862169929,3.0419545005341218,2.9282071424002383,6.695295097255484,6.972115482378795,4.351122494734186,4.093221237392839
18,signal19,180.0,0.2883642622118015,0.22692140914419764,0.536995588633465,0.4763626865574146,3.4469556904748244,3.5813048505728853,1.7269999999999999,1.706,-1.851,-1.624,-0.0024849550605705447,0.009949198905822606,-0.003,0.012,-0.37,0.33299999999999996,0.28847081515667333,0.22691109436898302,0.5370947915933214,0.47635185983575523,3.578,3.33,10.314149570305776,10.20586347869363,-0.004278231489908296,0.056220303336632735,3.1761385177617343,2.989327644395855,0.6805377972471349,0.5941578801967808,5.988952953995147,7.5180213556488145,-0.00462756439695031,0.02089032137179781,-0.018161023777053385,0.11890038410373374,3.1763461955006846,2.996644108825034,5.988952953995147,7.5180213556488145,4.07570885112858,4.466891631946428
19,signal20,190.0,0.2856194228214146,0.23706593747557614,0.5344337403471217,0.4868941748219793,3.304432087040313,3.618856193225625,1.7519999999999998,1.7619999999999998,-1.766,-1.6840000000000002,0.0048882375928096826,-0.008269636576787805,-0.004,-0.013000000000000001,-0.019,-0.004,0.2857071759327407,0.237090200137124,0.5345158331918155,0.4869190899288341,3.518,3.4459999999999997,10.279380272960061,10.22728613957537,0.005657723519504402,0.006102642278882205,3.0613422930242993,3.061593822831603,0.6758275886301204,0.6113776834934044,6.134036623606823,7.43253129809731,0.009146956322369044,-0.01698691428647194,0.03309935778326778,-0.04486300224395076,3.0620513046838926,3.0629105773923353,6.134036623606823,7.43253129809731,4.1455511799010445,4.5440837675229595
20,signal21,200.0,0.2461066819069945,0.22275048300117223,0.49609140479048264,0.4719644933691222,4.047641181866577,3.6506983559300217,1.791,1.723,-2.008,-1.5330000000000001,0.0022872215709261296,0.007323173114497871,0.013999999999999999,-0.001,-0.47,-0.27399999999999997,0.24619765906651483,0.22278391311017687,0.4961830902666019,0.47199990795568686,3.799,3.2560000000000002,10.236601795702107,10.191742315565227,-0.07166730649025688,0.004139621848248086,3.1277207460184138,3.118894507088438,0.6248674178195055,0.5950796712761232,7.277331871374511,7.735112295989647,0.0046105331768767355,0.015518232687592096,-0.057835608953448185,0.05069805694269793,3.1265265905902475,3.1205964168153755,7.277331871374511,7.735112295989647,4.547367575081381,4.603008082381417
21,signal22,210.0,0.35915910394685485,0.24457609339585829,0.599298843605471,0.49454635110963896,3.7910969197459314,3.6963168283385834,2.272,1.828,-2.162,-1.435,0.011193044157874161,-0.002019148104728413,0.023,0.01,-0.315,-0.16899999999999998,0.35917417694925186,0.2446676270765213,0.5993114190045538,0.4946388855281409,4.433999999999999,3.263,10.39116059091196,10.241173771796904,0.03603261279953109,-0.01067280072268956,3.1173619209501346,2.849344915187521,0.7549232844802186,0.6135615644554602,6.325887260082345,7.474156507362693,0.018680157660573418,-0.004082862869161264,0.09207960419032803,-0.022921457390555088,3.1221481120084564,2.84961923640779,6.325887260082345,7.474156507362693,4.7755595876329355,4.585855159642412
22,signal23,220.0,0.29819277569363134,0.2499682622118016,0.5460703028856553,0.4999682612044505,3.481236738116596,3.5862276450920434,1.828,1.7930000000000001,-1.901,-1.6969999999999998,0.0039363032434544774,-0.0060847987495115325,0.008,-0.01,-0.461,-0.174,0.2982938477785097,0.25002894315819824,0.5461628399831956,0.5000289423205403,3.729,3.49,10.308857673101592,10.220096876985863,-0.02556246371619745,0.05511275279578479,3.1977857295982015,2.991366060335223,0.6939969396209519,0.6310567515121155,6.1302625315045205,7.172910609270733,0.0072086057314387966,-0.012171271469804814,-0.003936271933917271,0.018597135336050216,3.1973604373881983,2.9895717522728917,6.1302625315045205,7.172910609270733,4.254383435937126,4.526513667973178
23,signal24,230.0,0.27673965259867217,0.23787708245408398,0.5260605027928558,0.4877264422338448,3.625058315299732,3.2641248497999236,1.9069999999999998,1.5919999999999999,-1.815,-1.5590000000000002,0.0004497850722938557,-0.013706135209066054,-0.006,-0.027000000000000003,-0.293,0.26899999999999996,0.2768476361600391,0.23778214425866986,0.5261631269483249,0.4876291052210377,3.7219999999999995,3.151,10.301491069528824,10.226826579271306,0.06216132250751792,0.01854772706192254,3.074152963492857,3.005511787066986,0.6590627554045031,0.6139459949571375,6.890953219362211,6.692532057211919,0.0008550066661734657,-0.028113198890433056,0.06472634313107915,-0.06581408893099261,3.074369943092295,3.0081687796748837,6.890953219362211,6.692532057211919,4.54157061611639,4.10885325264751
24,signal25,240.0,0.40416454396248663,0.2486532571316922,0.6357393679508031,0.4986514385136096,3.5061537988197893,4.012823077307511,2.009,1.725,-2.229,-2.001,0.0002375928096912778,0.0071375537319265285,-0.004,0.02,-0.6890000000000001,0.025,0.40432248770272483,0.24869949866344251,0.6358635763296439,0.4986978029462758,4.2379999999999995,3.726,10.39682056223023,10.22195200033989,0.04623924173809436,-0.014041427769048149,2.9552209009298767,3.112838465803423,0.7985468114708929,0.6257417893377683,4.970747756108139,6.93737142194925,0.00037372677902520644,0.014315179848085896,0.047360422127369156,0.028907045304479684,2.9552908623316494,3.1132640317865743,4.970747756108139,6.93737142194925,3.9693747712662506,4.341003206871221
25,signal26,250.0,0.3046179714732319,0.23268701797577168,0.5519220701088442,0.48237642767425076,3.2468351911468236,3.826886833795712,1.7919999999999998,1.8459999999999999,-1.61,-1.751,-0.0017846815162172686,0.004050410316529898,-0.002,0.005,0.5489999999999999,0.276,0.3047338695697864,0.2327615701708639,0.5520270551067098,0.48245369743724,3.402,3.5969999999999995,10.30828133816588,10.185724515601292,0.043946559532698805,-0.008283173939139195,2.97827205750909,3.0332061102729817,0.6929480785009555,0.607602379812917,5.882778325038747,7.933403487908436,-0.0032335921016187655,0.008397079294821775,0.034245749417022395,0.016908656031286138,2.977766373334515,3.0333509630153586,5.882778325038747,7.933403487908436,4.076459936582669,4.820354839269262
26,signal27,260.0,0.33585489917936795,0.2452499394294654,0.5795298949833114,0.4952271594222851,3.844495373382178,3.8527773844750497,2.072,1.9080000000000001,-2.228,-1.865,-0.0026334505666275937,0.00027706135209065963,-0.006,-0.013999999999999999,-0.547,0.109,0.33597925730126255,0.24534573829691184,0.5796371772939194,0.49532387212500856,4.300000000000001,3.773,10.361093075427455,10.252219486653622,0.005065010476717994,0.04494803523457687,3.123454694028193,3.0856730492337685,0.7274293516762289,0.6204464316608368,6.169330877896231,7.779818435179457,-0.0045441620507974895,0.0005594632486914646,-0.008567569509934128,0.04662642515576281,3.1234865259934828,3.0857755143238954,6.169330877896231,7.779818435179457,4.487752360784195,4.826960587076289
27,signal28,270.0,0.35120624540836315,0.2358052665103559,0.5926265648858168,0.48559784442515386,4.002520542522458,3.838567286489061,2.372,1.864,-2.149,-1.567,0.005452911293474017,8.87065259867113e-05,0.02,-0.011000000000000001,0.319,0.019,0.3513137967458217,0.23589744208898314,0.5927172991788089,0.4856927445298963,4.521,3.431,10.371045373600321,10.243095438707671,-0.034975073548807425,0.06286710524270465,3.249272803201067,2.9344141127635863,0.7511218159906268,0.6082337649116286,6.7538662282100645,7.9048276893261775,0.009201649844399246,0.0001826748789871475,-0.007369344908606114,0.06341512988576194,3.2484935190089668,2.934460249947624,6.7538662282100645,7.9048276893261775,5.072976266290909,4.807983106456551
28,signal29,280.0,0.3505860722938659,0.23903454396248555,0.5921030926231224,0.48891159115169847,4.4367273752310945,3.7593708827199994,2.4530000000000003,1.745,-2.627,-1.838,0.0021465416178194628,-0.0025869480265728884,-0.006,0.006,0.20199999999999999,0.126,0.3507185176101999,0.23912129491949347,0.5922149251835856,0.4890003015535813,5.08,3.583,10.35866410185527,10.223915091798643,0.056814586190191564,-0.07151690921687906,3.2680237763339677,2.9006934541846303,0.7414944934421348,0.6086655475597239,6.9968552485560895,7.300200092727447,0.0036253074006162853,-0.00529131296499157,0.06769055603892528,-0.08739099625799651,3.268926514988328,2.902375116321692,6.9968552485560895,7.300200092727447,5.188129638216039,4.443380286735499
29,signal30,290.0,0.38966559749902385,0.23964608440797178,0.6242320061475732,0.48953660170407254,3.5868074336942652,4.759603249050818,2.065,2.33,-2.239,-1.626,-0.004046111762407192,0.0031324736225087925,-0.002,0.001,-0.344,0.071,0.3898015522122016,0.23972995312409787,0.6243408942334321,0.48962225554410604,4.304,3.956,10.41448391688252,10.238764366754591,-0.05605220018285407,0.021803010855882373,2.963889499175645,3.324920719610434,0.7828591087307102,0.6200049438284037,5.299415738144995,9.722670853379872,-0.00648187968556966,0.006398985783037482,-0.07549811157420955,0.04100023022438765,2.965594883997218,3.3257244720273835,5.299415738144995,9.722670853379872,4.148695881557689,6.028103996311845
30,signal31,300.0,0.3848466963657689,0.26141262680734717,0.620360134410464,0.511285269499667,3.352891142782168,3.6261557111048504,1.86,1.6769999999999998,-2.08,-1.854,-0.0050293083235639115,0.0010801094177413052,-0.008,0.003,0.152,-0.012,0.3849718408138695,0.2615136538614425,0.6204609905657804,0.5113840571052665,3.9400000000000004,3.5309999999999997,10.416711227092208,10.250849573058131,-0.035531768322012255,-0.02198925913596002,2.875549214436696,2.9093787659054238,0.7738642154197242,0.6386789739202853,4.833093326679371,6.415145360349773,-0.008107344956066792,0.0021125424344240118,-0.059854336078231825,-0.015651622404758685,2.8770958662211505,2.9092197299664573,4.833093326679371,6.415145360349773,3.7401579753010368,4.0972184562976715
31,signal32,310.0,0.36038398046111814,0.25244066432200085,0.6003198984384227,0.5024347363807571,4.012860486994338,4.16770547172741,2.4090000000000003,2.094,-2.18,-1.8330000000000002,-0.00782727627979679,-0.008862055490425944,0.006999999999999999,-0.026000000000000002,-0.294,-0.127,0.36046357531513484,0.25246078432587515,0.6003861884779953,0.5024547584866473,4.589,3.927,10.386097935497554,10.249117566998917,-0.08249139891476331,0.02581060584053599,3.2210980809901173,3.015236104186692,0.7618350058817333,0.6264151744762226,6.684536856820436,8.295018576440588,-0.013039617234242455,-0.017640966465068235,-0.12161246776470203,-0.02711778348866581,3.226420924674416,3.015282127093055,6.684536856820436,8.295018576440588,5.092514175632459,5.196125508844539
32,signal33,320.0,0.32242288198515184,0.23455241109808575,0.5678229318943995,0.48430611300920595,4.136853001274796,3.421389810061106,1.9340000000000002,1.6569999999999998,-2.349,-1.5859999999999999,-0.010124658069558437,0.001062915201250489,-0.004,-0.002,-0.38,-0.071,0.3224463781212184,0.2346429745389578,0.567843621185638,0.4843996021251027,4.283,3.2429999999999994,10.362888408205592,10.195396824374944,0.028897880868773367,0.0620461333156958,3.0780367706660408,3.175469604116765,0.7099106416882733,0.613639925163324,5.998333580087111,7.064519150506925,-0.017833495907596652,0.0021947229915657922,-0.024608278504497566,0.06863031286195465,3.077883672308255,3.176043201295313,5.998333580087111,7.064519150506925,4.2582808408999595,4.335071002831938
33,signal34,330.0,0.39527895740523816,0.2322388128175068,0.6287121419260472,0.4819116234513407,3.3115314007167638,3.371987561458099,2.072,1.625,-2.082,-1.496,-0.003284876905041027,-0.0003134036733098827,-0.016,0.001,-0.326,-0.043,0.3954226893372703,0.23232950377257827,0.6288264381665821,0.48200570927384073,4.154,3.121,10.4104096651465,10.199063632199161,0.03605425916560336,-0.052060668050133305,2.9293814524313193,2.965662934396922,0.7840647920774921,0.6076988823559497,5.241867701740053,6.997107762848084,-0.005224842217234679,-0.0006503344686729662,0.020379589881056006,-0.054011671731201624,2.9287917357721143,2.965800899394189,5.241867701740053,6.997107762848084,4.109963909662536,4.25213456720692
34,signal35,340.0,0.3109617823368504,0.22599126611957823,0.5576394734385743,0.47538538694366517,3.3139691288435356,3.525560620984363,1.785,1.676,-1.848,-1.538,0.0020879249706916704,-0.0037796014067995242,0.009000000000000001,0.019,0.336,0.337,0.3110789856203611,0.22606532200750346,0.5577445523000302,0.47546327093425783,3.633,3.214,10.311450141536332,10.2137196848615,-0.02419690831611064,-0.020778940237789405,2.9975685020044467,2.9188073813393056,0.6990483478062266,0.5923515668371765,5.740255238395799,7.41621580682318,0.0037442464276670716,-0.007950856241228946,-0.01296411654109092,-0.044632011583718455,2.9972902217387545,2.919847523492095,5.740255238395799,7.41621580682318,4.012715940386621,4.393007053174346
35,signal36,350.0,0.3319528518952718,0.25548868034388467,0.5761534968177072,0.5054588809625217,3.9069449589962444,3.689716553102337,2.251,1.74,-1.965,-1.865,-0.0005580304806565076,0.007901133255177802,0.002,0.005,-0.07400000000000001,-0.36200000000000004,0.33208231084146805,0.2555261063278788,0.5762658334843981,0.5054959013957272,4.216,3.605,10.358262127504535,10.235298274586869,-0.013846586423885135,-0.025867096011437656,3.073540921052108,3.106368932235566,0.7223939226434768,0.6376098080233296,6.781083479620686,6.810477856232147,-0.00096854526697701,0.015633514493585514,-0.01675222313338908,0.021037268406184677,3.0736001937155604,3.1062178581411506,6.781083479620686,6.810477856232147,4.898613494616065,4.342427478459316
36,signal37,360.0,0.33221529269245853,0.21935222352481462,0.5763812043192063,0.4683505348825969,3.4265517077934127,3.510191357872811,1.975,1.6440000000000001,-1.861,-1.5759999999999998,0.0005556858147713869,0.0012840953497459911,0.002,0.011000000000000001,-0.35700000000000004,-0.061,0.33234485684705695,0.21943632543498082,0.5764935878629154,0.46844031149654575,3.8360000000000003,3.2199999999999998,10.347901317585825,10.193025988055602,0.014671196645308207,-0.052929954470122983,3.1817319342529014,3.0717678211099364,0.7294437175986876,0.592832577140155,5.944940053763014,7.4947952365480335,0.0009640947151923855,0.002741750207365235,0.01756348168699057,-0.044704683237758856,3.1817940888180933,3.071232441477067,5.944940053763014,7.4947952365480335,4.336499173718236,4.443158775220529
